Country,Habitat,title,Quantity,Percentage
Spain,urban,Data Processing Supervisor,2,0.035%
Spain,urban,Data Processing Systems Analyst,9,0.158%
Spain,urban,Data Processing Systems Project Planner,7,0.123%
Spain,urban,Data Recovery Planner,1,0.018%
Spain,urban,Data Reduction Technician,4,0.07%
Spain,urban,Data Reviewer,1,0.018%
Spain,urban,Data Sciences Director,4,0.07%
Spain,urban,Data Scientist,7,0.123%
Spain,urban,Data Security Administrator,9,0.158%
Spain,urban,Data Security Analyst,8,0.14%
Spain,urban,Data Storage Specialist,4,0.07%
Spain,urban,Data Systems Manager,10,0.175%
Spain,urban,Data Technician,2,0.035%
Spain,urban,Data Transcriber,2,0.035%
Spain,urban,Data Typist,1,0.018%
Spain,urban,Data Warehouse Analyst,7,0.123%
Spain,urban,Data Warehouse Architect,8,0.14%
Spain,urban,Data Warehouse Developer,2,0.035%
Spain,urban,Data Warehouse Specialist,7,0.123%
Spain,urban,Data Warehousing Engineer,4,0.07%
Spain,urban,Data Warehousing Manager,5,0.088%
Spain,urban,Data Warehousing Specialist,3,0.053%
Spain,urban,Database Administration Associate,7,0.123%
Spain,urban,Database Administration Manager,5,0.088%
Spain,urban,Database Administration Project Manager,2,0.035%
Spain,urban,Database Architect,7,0.123%
Spain,urban,Database Consultant,3,0.053%
Spain,urban,Database Coordinator,9,0.158%
Spain,urban,Database Design Analyst,4,0.07%
Spain,urban,Database Designer,2,0.035%
Spain,urban,Database Developer,1,0.018%
Spain,urban,Database Development Project Manager,1,0.018%
Spain,urban,Database Development and Administration Project Manager,11,0.193%
Spain,urban,Database Engineer,10,0.175%
Spain,urban,Database Management System Specialist (DBMS Specialist),10,0.175%
Spain,urban,Database Manager,8,0.14%
Spain,urban,Database Marketing Analyst,4,0.07%
Spain,urban,Database Modeler,1,0.018%
Spain,urban,Database Security Administrator,7,0.123%
Spain,urban,Database Security Expert,6,0.105%
Spain,urban,Database Software Technician,6,0.105%
Spain,urban,Database Specialist,4,0.07%
Spain,urban,Database Technician,1,0.018%
Spain,urban,Database Tester,2,0.035%
Spain,urban,Databases Computer Consultant,4,0.07%
Spain,urban,Databases Software Consultant,7,0.123%
Spain,urban,Datastage Developer,1,0.018%
Spain,urban,Director of Data Operations,8,0.14%
Spain,urban,Electronic Data Interchange System Developer (EDI System Developer),9,0.158%
Spain,urban,Electronic Data Processing Auditor (EDP Auditor),6,0.105%
Spain,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",5,0.088%
Spain,urban,Field Artillery Automated Tactical Data System Specialist,2,0.035%
Spain,urban,Field Traffic Data Technician,1,0.018%
Spain,urban,Flight Data Technician,1,0.018%
Spain,urban,Flight Test Data Acquisition Technician,3,0.053%
Spain,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),8,0.14%
Spain,urban,Geographic Information Systems Data Manager (GIS Data Manager),7,0.123%
Spain,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),5,0.088%
Spain,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),7,0.123%
Spain,urban,Head of Information Systems and Data Processing,6,0.105%
Spain,urban,Health Data Analyst,2,0.035%
Spain,urban,Internet Database Specialist,1,0.018%
Spain,urban,LiDAR Data Analyst,2,0.035%
Spain,urban,Maintenance Data Analyst,1,0.018%
Spain,urban,Medical Data Analyst,1,0.018%
Spain,urban,Micro Computer Data Processor,2,0.035%
Spain,urban,Naval Tactical Data System--Combat Information Center Officer,3,0.053%
Spain,urban,"Operations Officer, Afloat (Naval Tactical Data Systems)",1,0.018%
Spain,urban,Oracle Database Administrator (Oracle DBA),7,0.123%
Spain,urban,Reference Data Expert,1,0.018%
Spain,urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.018%
Spain,urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
Spain,urban,SQL Database Administrator,5,0.088%
Spain,urban,Scientific Database Curator,2,0.035%
Spain,urban,Survey Data Technician,1,0.018%
Spain,urban,Voice and Data Technician,2,0.035%
Spain,urban,Weight in Motion Field Data Collection Technician,4,0.07%
Sweden,non-urban,Data Acquisition Technician,1,0.018%
Sweden,non-urban,Data Administrator,1,0.018%
Sweden,non-urban,Data Collection Technician,1,0.018%
Sweden,non-urban,Data Communications Analyst,1,0.018%
Sweden,non-urban,Data Conversion Operator,1,0.018%
Sweden,non-urban,Data Entry Representative,1,0.018%
Sweden,non-urban,Data Modeling Specialist,1,0.018%
Sweden,non-urban,Data Processing Manager,1,0.018%
Sweden,non-urban,Data Transcriber,1,0.018%
Sweden,non-urban,Database Architect,1,0.018%
Sweden,non-urban,Database Design Analyst,1,0.018%
Sweden,non-urban,Database Development and Administration Project Manager,1,0.018%
Sweden,non-urban,Database Management System Specialist (DBMS Specialist),2,0.035%
Sweden,non-urban,Database Manager,1,0.018%
Sweden,non-urban,Database Security Administrator,1,0.018%
Sweden,non-urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",1,0.018%
Sweden,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Sweden,non-urban,SQL Database Administrator,1,0.018%
Sweden,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),2,0.035%
Sweden,urban,Automatic Data Processing Planner,4,0.07%
Sweden,urban,Automatic Data Processing Planner (ADP Planner),2,0.035%
Sweden,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),1,0.018%
Sweden,urban,Clinical Data Management Manager (CDM Manager),1,0.018%
Sweden,urban,Computer or Data Processing Systems Consultant,2,0.035%
Sweden,urban,Crime Data Specialist,1,0.018%
Sweden,urban,Data Analysis Assistant,1,0.018%
Sweden,urban,Data Center Operator,1,0.018%
Sweden,urban,Data Coder Operator,2,0.035%
Sweden,urban,Data Communications Software Consultant,1,0.018%
Sweden,urban,Data Coordinator,2,0.035%
Sweden,urban,Data Entry Associate,1,0.018%
Sweden,urban,Data Entry Operator,1,0.018%
Sweden,urban,Data Management Information Technology Specialist,1,0.018%
Sweden,urban,Data Modeler,1,0.018%
Sweden,urban,Data Officer,2,0.035%
Sweden,urban,Data Processing Manager,2,0.035%
Sweden,urban,Data Reduction Technician,1,0.018%
Sweden,urban,Data Scientist,2,0.035%
Sweden,urban,Data Security Administrator,1,0.018%
Sweden,urban,Data Security Analyst,1,0.018%
Sweden,urban,Data Systems Manager,1,0.018%
Sweden,urban,Data Typist,2,0.035%
Sweden,urban,Data Warehouse Analyst,1,0.018%
Sweden,urban,Data Warehouse Architect,1,0.018%
Sweden,urban,Data Warehouse Developer,1,0.018%
Sweden,urban,Data Warehouse Specialist,1,0.018%
Sweden,urban,Data Warehousing Engineer,1,0.018%
Sweden,urban,Data Warehousing Specialist,1,0.018%
Sweden,urban,Database Administration Associate,1,0.018%
Sweden,urban,Database Consultant,1,0.018%
Sweden,urban,Database Coordinator,2,0.035%
Sweden,urban,Database Design Analyst,1,0.018%
Sweden,urban,Database Designer,2,0.035%
Sweden,urban,Database Developer,1,0.018%
Sweden,urban,Database Development Project Manager,1,0.018%
Sweden,urban,Database Development and Administration Project Manager,2,0.035%
Sweden,urban,Database Manager,1,0.018%
Sweden,urban,Database Marketing Analyst,2,0.035%
Sweden,urban,Database Modeler,2,0.035%
Sweden,urban,Database Programmer,1,0.018%
Sweden,urban,Database Security Administrator,2,0.035%
Sweden,urban,Database Software Technician,1,0.018%
Sweden,urban,Database Specialist,2,0.035%
Sweden,urban,Database Tester,1,0.018%
Sweden,urban,Databases Computer Consultant,1,0.018%
Sweden,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),1,0.018%
Sweden,urban,Geographic Information Systems Data Manager (GIS Data Manager),1,0.018%
Sweden,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),2,0.035%
Sweden,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Sweden,urban,Head of Information Systems and Data Processing,1,0.018%
Sweden,urban,Naval Tactical Data System--Combat Information Center Officer,1,0.018%
Sweden,urban,Oracle Database Administrator (Oracle DBA),1,0.018%
Sweden,urban,Survey Data Technician,1,0.018%
United Kingdom,non-urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),5,0.088%
United Kingdom,non-urban,Automatic Data Processing Planner,3,0.053%
United Kingdom,non-urban,Automatic Data Processing Planner (ADP Planner),1,0.018%
United Kingdom,non-urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),4,0.07%
United Kingdom,non-urban,Business Database Analyst,1,0.018%
United Kingdom,non-urban,Computer or Data Processing Systems Consultant,3,0.053%
United Kingdom,non-urban,Customer Data Technician,2,0.035%
United Kingdom,non-urban,Data Administrator,6,0.105%
United Kingdom,non-urban,Data Architect,2,0.035%
United Kingdom,non-urban,Data Base Design Analyst,1,0.018%
United Kingdom,non-urban,Data Communications Analyst,5,0.088%
United Kingdom,non-urban,Data Communications Software Consultant,4,0.07%
United Kingdom,non-urban,Data Compiler,2,0.035%
United Kingdom,non-urban,Data Coordinator,6,0.105%
United Kingdom,non-urban,Data Entry Associate,1,0.018%
United Kingdom,non-urban,Data Entry Machine Operator,1,0.018%
United Kingdom,non-urban,Data Entry Operator,2,0.035%
United Kingdom,non-urban,Data Entry Representative,1,0.018%
United Kingdom,non-urban,Data Examination Clerk,2,0.035%
United Kingdom,non-urban,Data Keyer,1,0.018%
United Kingdom,non-urban,Data Management Associate,1,0.018%
United Kingdom,non-urban,Data Miner,2,0.035%
United Kingdom,non-urban,Data Modeling Specialist,3,0.053%
United Kingdom,non-urban,Data Officer,2,0.035%
United Kingdom,non-urban,Data Processing Auditor,3,0.053%
United Kingdom,non-urban,Data Processing Consultant,1,0.018%
United Kingdom,non-urban,Data Processing Control Clerk,1,0.018%
United Kingdom,non-urban,Data Processing Manager,4,0.07%
United Kingdom,non-urban,Data Processing Mechanic,1,0.018%
United Kingdom,non-urban,Data Processing Services Sales Representative,1,0.018%
United Kingdom,non-urban,Data Processing Supervisor,1,0.018%
United Kingdom,non-urban,Data Processing Systems Analyst,4,0.07%
United Kingdom,non-urban,Data Processing Systems Project Planner,3,0.053%
United Kingdom,non-urban,Data Processor,1,0.018%
United Kingdom,non-urban,Data Reduction Technician,1,0.018%
United Kingdom,non-urban,Data Reviewer,1,0.018%
United Kingdom,non-urban,Data Scientist,2,0.035%
United Kingdom,non-urban,Data Security Administrator,1,0.018%
United Kingdom,non-urban,Data Security Analyst,5,0.088%
United Kingdom,non-urban,Data Storage Specialist,1,0.018%
United Kingdom,non-urban,Data Systems Manager,2,0.035%
United Kingdom,non-urban,Data Technician,1,0.018%
United Kingdom,non-urban,Data Warehouse Analyst,1,0.018%
United Kingdom,non-urban,Data Warehouse Architect,5,0.088%
United Kingdom,non-urban,Data Warehouse Developer,4,0.07%
United Kingdom,non-urban,Data Warehouse Specialist,3,0.053%
United Kingdom,non-urban,Data Warehousing Manager,2,0.035%
United Kingdom,non-urban,Data Warehousing Specialist,4,0.07%
United Kingdom,non-urban,Database Administration Associate,3,0.053%
United Kingdom,non-urban,Database Administration Manager,2,0.035%
United Kingdom,non-urban,Database Administration Project Manager,2,0.035%
United Kingdom,non-urban,Database Architect,4,0.07%
United Kingdom,non-urban,Database Consultant,2,0.035%
United Kingdom,non-urban,Database Coordinator,3,0.053%
United Kingdom,non-urban,Database Design Analyst,2,0.035%
United Kingdom,non-urban,Database Designer,3,0.053%
United Kingdom,non-urban,Database Developer,1,0.018%
United Kingdom,non-urban,Database Development Project Manager,1,0.018%
United Kingdom,non-urban,Database Development and Administration Project Manager,1,0.018%
United Kingdom,non-urban,Database Engineer,3,0.053%
United Kingdom,non-urban,Database Management System Specialist (DBMS Specialist),5,0.088%
United Kingdom,non-urban,Database Manager,6,0.105%
United Kingdom,non-urban,Database Marketing Analyst,4,0.07%
United Kingdom,non-urban,Database Modeler,2,0.035%
United Kingdom,non-urban,Database Security Administrator,2,0.035%
United Kingdom,non-urban,Database Security Expert,2,0.035%
United Kingdom,non-urban,Database Software Technician,1,0.018%
United Kingdom,non-urban,Database Specialist,2,0.035%
United Kingdom,non-urban,Database Tester,2,0.035%
United Kingdom,non-urban,Databases Computer Consultant,4,0.07%
United Kingdom,non-urban,Databases Software Consultant,2,0.035%
United Kingdom,non-urban,Director of Data Operations,1,0.018%
United Kingdom,non-urban,Electronic Data Interchange System Developer (EDI System Developer),2,0.035%
United Kingdom,non-urban,Electronic Data Processing Auditor (EDP Auditor),2,0.035%
United Kingdom,non-urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",3,0.053%
United Kingdom,non-urban,Field Traffic Data Technician,1,0.018%
United Kingdom,non-urban,Flight Data Technician,1,0.018%
United Kingdom,non-urban,Flight Test Data Acquisition Technician,1,0.018%
United Kingdom,non-urban,Geographic Information Systems Data Administrator (GIS Data Administrator),4,0.07%
United Kingdom,non-urban,Geographic Information Systems Data Manager (GIS Data Manager),1,0.018%
United Kingdom,non-urban,Geographic Information Systems Data Specialist (GIS Data Specialist),3,0.053%
United Kingdom,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),4,0.07%
United Kingdom,non-urban,Head of Information Systems and Data Processing,3,0.053%
United Kingdom,non-urban,Internet Database Specialist,4,0.07%
United Kingdom,non-urban,Marketing Database Analyst,2,0.035%
United Kingdom,non-urban,Medical Data Analyst,1,0.018%
United Kingdom,non-urban,Naval Tactical Data System--Combat Information Center Officer,2,0.035%
United Kingdom,non-urban,Oracle Database Administrator (Oracle DBA),1,0.018%
United Kingdom,urban,Analytical Data Miner,2,0.035%
United Kingdom,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),5,0.088%
United Kingdom,urban,Automatic Data Processing Planner,6,0.105%
United Kingdom,urban,Automatic Data Processing Planner (ADP Planner),5,0.088%
United Kingdom,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),6,0.105%
United Kingdom,urban,Clinical Data Associate,1,0.018%
United Kingdom,urban,Clinical Data Management Associate Director,1,0.018%
United Kingdom,urban,Clinical Data Manager,1,0.018%
United Kingdom,urban,Clinical Data Specialist,1,0.018%
United Kingdom,urban,Computer or Data Processing Systems Consultant,10,0.175%
United Kingdom,urban,Crime Data Specialist,1,0.018%
United Kingdom,urban,Customer Data Technician,3,0.053%
United Kingdom,urban,Data Abstractor,1,0.018%
United Kingdom,urban,Data Acquisition Technician,3,0.053%
United Kingdom,urban,Data Administrator,7,0.123%
United Kingdom,urban,Data Analysis Assistant,2,0.035%
United Kingdom,urban,Data Analyst,3,0.053%
United Kingdom,urban,Data Architect,8,0.14%
United Kingdom,urban,Data Base Design Analyst,4,0.07%
United Kingdom,urban,Data Center Manager,1,0.018%
United Kingdom,urban,Data Center Operator,1,0.018%
United Kingdom,urban,Data Collection Technician,1,0.018%
United Kingdom,urban,Data Collector,1,0.018%
United Kingdom,urban,Data Communications Software Consultant,6,0.105%
United Kingdom,urban,Data Conversion Operator,1,0.018%
United Kingdom,urban,Data Coordinator,3,0.053%
United Kingdom,urban,Data Entry Associate,2,0.035%
United Kingdom,urban,Data Entry Clerk,1,0.018%
United Kingdom,urban,Data Entry Operator,2,0.035%
United Kingdom,urban,Data Entry Technician,1,0.018%
United Kingdom,urban,Data Input Clerk,3,0.053%
United Kingdom,urban,Data Management Associate,4,0.07%
United Kingdom,urban,Data Management Information Technology Specialist,3,0.053%
United Kingdom,urban,Data Management Manager,1,0.018%
United Kingdom,urban,Data Manager,2,0.035%
United Kingdom,urban,Data Miner,5,0.088%
United Kingdom,urban,Data Modeler,2,0.035%
United Kingdom,urban,Data Modeling Specialist,7,0.123%
United Kingdom,urban,Data Officer,6,0.105%
United Kingdom,urban,Data Operations Director,5,0.088%
United Kingdom,urban,Data Processing Auditor,5,0.088%
United Kingdom,urban,Data Processing Auxiliary Equipment Operator,1,0.018%
United Kingdom,urban,Data Processing Consultant,4,0.07%
United Kingdom,urban,Data Processing Manager,4,0.07%
United Kingdom,urban,Data Processing Systems Analyst,8,0.14%
United Kingdom,urban,Data Processing Systems Project Planner,2,0.035%
United Kingdom,urban,Data Processor,4,0.07%
United Kingdom,urban,Data Recovery Planner,2,0.035%
United Kingdom,urban,Data Reviewer,1,0.018%
United Kingdom,urban,Data Sciences Director,1,0.018%
United Kingdom,urban,Data Scientist,6,0.105%
United Kingdom,urban,Data Security Administrator,3,0.053%
United Kingdom,urban,Data Security Analyst,4,0.07%
United Kingdom,urban,Data Specialist,1,0.018%
United Kingdom,urban,Data Storage Specialist,5,0.088%
United Kingdom,urban,Data Systems Manager,8,0.14%
United Kingdom,urban,Data Typist,3,0.053%
United Kingdom,urban,Data Warehouse Analyst,7,0.123%
United Kingdom,urban,Data Warehouse Architect,7,0.123%
United Kingdom,urban,Data Warehouse Developer,3,0.053%
United Kingdom,urban,Data Warehouse Specialist,5,0.088%
United Kingdom,urban,Data Warehousing Engineer,4,0.07%
United Kingdom,urban,Data Warehousing Manager,2,0.035%
United Kingdom,urban,Data Warehousing Specialist,3,0.053%
United Kingdom,urban,Database Administration Associate,10,0.175%
United Kingdom,urban,Database Administration Manager,5,0.088%
United Kingdom,urban,Database Administration Project Manager,1,0.018%
United Kingdom,urban,Database Administrator (DBA),1,0.018%
United Kingdom,urban,Database Analyst,2,0.035%
United Kingdom,urban,Database Architect,5,0.088%
United Kingdom,urban,Database Consultant,8,0.14%
United Kingdom,urban,Database Coordinator,5,0.088%
United Kingdom,urban,Database Design Analyst,7,0.123%
United Kingdom,urban,Database Designer,9,0.158%
United Kingdom,urban,Database Development and Administration Project Manager,4,0.07%
United Kingdom,urban,Database Engineer,8,0.14%
United Kingdom,urban,Database Management System Specialist (DBMS Specialist),3,0.053%
United Kingdom,urban,Database Manager,6,0.105%
United Kingdom,urban,Database Marketing Analyst,1,0.018%
United Kingdom,urban,Database Modeler,8,0.14%
United Kingdom,urban,Database Programmer,1,0.018%
United Kingdom,urban,Database Security Administrator,4,0.07%
United Kingdom,urban,Database Security Expert,8,0.14%
United Kingdom,urban,Database Software Technician,5,0.088%
United Kingdom,urban,Database Specialist,5,0.088%
United Kingdom,urban,Database Technician,1,0.018%
United Kingdom,urban,Database Tester,12,0.21%
United Kingdom,urban,Databases Computer Consultant,1,0.018%
United Kingdom,urban,Databases Software Consultant,2,0.035%
United Kingdom,urban,Director of Data Operations,4,0.07%
United Kingdom,urban,Electronic Data Interchange System Developer (EDI System Developer),6,0.105%
United Kingdom,urban,Electronic Data Processing Auditor (EDP Auditor),3,0.053%
United Kingdom,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",5,0.088%
United Kingdom,urban,Field Artillery Automated Tactical Data System Specialist,1,0.018%
United Kingdom,urban,Field Traffic Data Technician,2,0.035%
United Kingdom,urban,Flight Test Data Acquisition Technician,1,0.018%
United Kingdom,urban,GPS Field Data Collector (Global Positioning System Field Data Collector),1,0.018%
United Kingdom,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),4,0.07%
United Kingdom,urban,Geographic Information Systems Data Manager (GIS Data Manager),3,0.053%
United Kingdom,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),9,0.158%
United Kingdom,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),3,0.053%
United Kingdom,urban,Head of Information Systems and Data Processing,9,0.158%
United Kingdom,urban,Internet Database Specialist,5,0.088%
United Kingdom,urban,LiDAR Data Analyst,2,0.035%
United Kingdom,urban,Log Data Technician,1,0.018%
United Kingdom,urban,Maintenance Data Analyst,2,0.035%
United Kingdom,urban,Marketing Database Analyst,1,0.018%
United Kingdom,urban,Medical Data Analyst,3,0.053%
United Kingdom,urban,Micro Computer Data Processor,1,0.018%
United Kingdom,urban,Naval Tactical Data System--Combat Information Center Officer,2,0.035%
United Kingdom,urban,"Naval Tactical Data System--Combat Information Center Watch Officer, General",2,0.035%
United Kingdom,urban,Oracle Database Administrator (Oracle DBA),8,0.14%
United Kingdom,urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.018%
United Kingdom,urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
United Kingdom,urban,SQL Database Administrator,8,0.14%
United Kingdom,urban,Survey Data Technician,1,0.018%
